angle,resolution,TGPL,TGP,TGPLM,TGPH,TGPLMH,TG,TGPLH,GP,P,TPL,TPH,PL,G,TGPM,TGPMH,GPL,TP,T,TGBP,TPLH,GW,W,PH,TPLM,TGWP,TPLMH,TPMH,TGW,TGB,GB,B,GBP,TGBWP,GPH,TPM,TGBPL,PM,PLH,TGWPL,PLM,GPLM,GPM,BW,TGBW,WP,GWP,GPLH,L,TGBWPL,PLMH,BP,PMH,GBW,TGBPLMH,TW,GBWP,GPLMH,TGBPLM,H,TGBWPLMH,TGBPH,TGL,TWP,TGWPLM,TBP,TGBWPLM,GPMH,M,TGBPM,BWP,TGWPH,WPL,GBPL,TGWPLMH,TGBPLH,GWPL,TB,TGH,TGBWPM,TGBWPH,TWPL,TBWP,BPL,TGWPLH,TBPL,TGBWPLH,TBW,TGWPM,GBPM,TGBPMH,GBPH,GL,WL,GBWPL,WPH,TL,GWPH,TGM,TGBL,TH,LH,TBPH,TWPH,TBWPL,TGWL,GH,BWPL,BL,LM,TGWPMH,TBPM,TGLM,GBL,BPH,GBWPM,GBPLM,BPM,GBWPH,GM,TGBWPMH,TGBWL,GWPLH,TBPLM,GWPM,WPM,TBL,MH,GWPLM,TM,TBPLH,TWPLH,TBWPM,WPLH,TWPLM,TGLH,BWPM,WPLM,TGBH,TGMH,GBWL,GBPLH,BWL,LMH,TBPMH,GBWM,WH,BPLM,GBWPLM,TWPM,GBPMH,TGBM,GBH,TBWPH,TBPLMH,TLH,BWPH,TGWM,TBWPLM,TBWPLH,TGLMH,GLH,GWL,GBM,TWL,GBPLMH,TLM,BH,TGBWM,TLMH,TGBWH,BPLH,GLM,GWPMH,GBWPLH,BM,GWH,GWPLMH,BPMH,BWPLM,TGWH,TMH,BWM,GLMH,TBWPLMH,BPLMH,WPMH,TGBLM,BWPLH,WPLMH,GBWPMH,GMH,GWM,TBWL,TBH,TGWLH,TWPLMH,TGWMH,TWPMH,TWM,GBWPLMH,TGWLM,TBWPMH,TGBLH,GWLH,TBM,BMH,GBWH,TGBWLH,TBLM,WLH
180,100,21335,7266,10679,3891,10829,1814,4709,1349,562,371,355,330,466,798,1473,305,150,180,1704,338,879,672,91,131,1534,504,151,708,455,283,258,363,930,93,18,879,189,46,761,26,47,151,219,372,178,200,64,13,312,35,55,24,122,88,49,162,41,251,1,3,206,11,42,124,19,47,16,NA,97,57,148,49,45,14,108,51,13,1,48,34,28,28,15,43,19,10,11,51,11,34,12,NA,10,15,11,NA,14,NA,8,NA,NA,7,13,11,7,NA,9,5,NA,12,1,NA,1,1,2,1,NA,6,NA,2,5,3,5,2,3,4,NA,3,NA,NA,2,2,5,2,NA,3,1,NA,NA,3,2,2,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,2,NA,3,NA,1,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,90,27235,9608,12494,5175,11493,2479,5614,1731,800,531,602,490,678,1047,1855,429,213,285,1973,518,1064,838,153,215,1730,741,201,827,591,371,320,435,991,132,27,947,212,92,789,52,60,193,273,412,193,229,85,16,308,53,73,31,148,76,65,182,63,228,6,2,235,19,64,109,34,37,24,6,133,65,121,65,52,7,98,66,19,1,52,32,39,23,20,37,19,11,9,54,12,28,13,2,12,15,14,1,19,2,6,NA,NA,9,10,14,7,NA,10,3,NA,12,2,NA,2,1,7,2,2,7,NA,3,2,7,3,3,3,3,NA,4,NA,1,7,NA,3,2,NA,3,2,NA,NA,4,2,1,NA,1,1,NA,NA,2,1,NA,NA,NA,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10,90,27151,9438,12523,5223,11684,2473,5644,1723,803,526,549,489,653,1024,1863,418,245,285,2017,537,1064,835,156,182,1755,697,206,814,581,385,322,431,978,113,26,1004,227,82,825,57,59,176,298,408,210,224,84,13,306,51,82,33,167,74,60,179,54,222,5,5,220,20,69,120,48,33,18,7,124,66,143,42,58,6,101,60,16,5,54,22,24,25,12,44,26,11,12,46,15,36,13,2,13,20,12,1,18,1,4,NA,NA,10,19,15,8,1,12,2,NA,11,2,1,1,1,7,4,3,5,1,2,4,8,4,3,1,3,NA,3,NA,3,1,1,5,3,NA,1,2,NA,NA,2,6,2,NA,NA,NA,1,NA,2,1,1,NA,NA,3,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,90,27029,9448,12578,5097,11751,2462,5707,1726,807,548,573,471,655,1059,1821,421,223,266,2006,559,1075,817,144,196,1778,703,196,832,609,350,311,458,1005,125,39,991,227,88,825,47,61,176,279,407,211,248,80,14,301,57,79,25,147,87,61,186,58,225,7,6,213,16,58,102,33,53,21,6,131,62,136,62,49,14,103,51,23,1,43,26,32,29,17,38,22,9,20,37,19,33,16,1,11,19,12,NA,14,1,8,NA,NA,9,17,5,10,NA,10,3,NA,7,2,1,3,NA,8,2,3,8,NA,1,3,5,3,2,1,4,NA,5,NA,2,4,2,5,2,NA,1,NA,NA,NA,1,5,2,NA,NA,2,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,4,3,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
30,90,27020,9457,12552,5169,11817,2435,5702,1724,788,529,602,468,655,1008,1846,423,221,270,2076,553,1092,827,155,204,1752,655,215,820,586,349,307,432,996,127,28,1013,221,81,820,46,61,211,283,425,197,239,72,16,295,51,81,26,139,84,63,180,50,221,4,2,221,16,56,114,33,46,20,2,114,68,138,60,45,10,100,55,28,2,55,28,36,30,19,42,18,15,8,42,14,46,17,2,11,11,14,2,12,1,6,NA,NA,6,14,11,10,NA,11,1,NA,11,1,1,NA,3,5,1,1,9,1,3,4,8,1,1,1,5,NA,1,NA,4,5,1,3,3,NA,3,2,NA,NA,1,2,3,NA,1,NA,1,NA,4,1,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,90,27054,9388,12664,5052,11862,2491,5768,1749,773,501,551,479,654,1008,1878,416,221,275,1958,502,1067,833,157,192,1719,665,206,836,603,383,314,436,1011,116,25,989,215,82,826,42,66,194,285,397,203,238,80,14,324,72,74,26,158,81,63,174,51,224,4,1,214,18,67,127,38,41,24,3,127,76,132,68,51,13,111,58,17,2,52,22,30,18,22,39,20,12,13,47,14,42,21,2,11,14,15,NA,14,3,9,NA,1,8,19,11,9,NA,11,2,NA,8,NA,NA,1,3,4,5,3,9,NA,1,3,4,3,1,2,5,NA,2,NA,NA,4,6,1,2,NA,1,1,2,NA,3,5,3,NA,NA,2,NA,NA,NA,1,2,NA,NA,1,4,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,90,27029,9412,12637,5088,11857,2494,5742,1720,777,513,531,467,641,1030,1875,429,217,275,2016,523,1104,785,150,189,1733,674,221,817,594,366,320,444,981,129,27,980,216,81,839,45,63,198,278,410,223,241,80,12,318,58,85,39,156,91,65,188,64,229,5,3,227,25,54,121,34,35,16,3,107,66,125,68,51,10,107,55,14,1,52,26,29,33,13,41,15,7,22,44,14,42,15,1,9,17,11,NA,13,NA,5,NA,1,5,17,10,6,NA,8,1,NA,11,3,NA,NA,3,4,3,1,11,1,2,3,4,4,1,2,3,NA,3,NA,1,4,2,2,4,NA,4,3,NA,NA,1,5,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,90,27054,9401,12639,5122,11845,2480,5643,1726,788,543,565,454,643,1049,1827,417,198,271,2037,514,1073,822,145,186,1744,716,213,854,619,356,314,427,997,131,25,1004,214,77,808,45,66,201,282,388,214,232,84,12,317,56,79,34,155,83,56,191,46,231,4,2,227,16,58,112,28,38,17,6,114,58,143,68,54,12,107,57,23,2,57,35,34,23,14,49,23,14,11,46,14,38,12,2,9,19,16,1,17,NA,4,NA,1,9,17,16,10,NA,7,4,NA,8,2,NA,1,1,5,NA,3,7,NA,3,7,6,4,2,1,1,NA,2,1,2,2,4,2,3,NA,1,1,1,NA,NA,4,1,NA,1,NA,NA,NA,3,1,4,NA,NA,1,1,NA,2,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,90,27032,9479,12560,5125,11760,2524,5713,1753,779,531,569,469,655,1097,1840,454,214,298,1981,536,1056,826,131,182,1732,715,199,827,556,368,315,450,985,121,27,956,208,76,840,49,68,198,283,412,205,242,83,14,294,61,75,31,157,74,66,187,68,236,7,1,212,20,60,99,35,51,23,6,127,64,125,60,40,13,113,56,21,2,48,31,27,26,23,48,24,12,10,38,14,35,17,1,12,23,12,1,18,3,12,NA,NA,7,19,12,4,NA,11,3,NA,6,3,1,1,1,3,2,NA,6,NA,1,3,6,2,3,4,2,NA,2,NA,4,5,3,4,2,NA,2,4,1,NA,1,1,3,NA,NA,2,NA,2,5,NA,NA,NA,NA,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,90,27203,9463,12530,5144,11732,2519,5583,1768,801,550,564,485,653,1046,1864,448,215,283,2038,524,1075,830,135,159,1701,692,222,823,586,368,302,430,992,121,34,959,216,85,829,59,54,186,291,408,212,233,82,10,293,53,87,27,154,72,72,189,57,212,6,2,214,14,65,101,38,35,17,6,110,62,144,57,57,14,97,50,21,3,46,26,32,21,20,43,21,10,12,51,13,39,18,NA,10,16,15,1,17,3,8,NA,NA,9,19,13,5,NA,11,2,NA,5,1,NA,2,3,4,4,1,6,1,4,5,8,5,3,NA,5,NA,4,NA,6,4,3,5,5,NA,2,2,1,NA,1,3,1,NA,NA,NA,NA,1,2,1,1,NA,NA,1,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,90,27235,9608,12494,5175,11493,2479,5614,1731,800,531,602,490,678,1047,1855,429,213,285,1973,518,1064,838,153,215,1730,741,201,827,591,371,320,435,991,132,27,947,212,92,789,52,60,193,273,412,193,229,85,16,308,53,73,31,148,76,65,182,63,228,6,2,235,19,64,109,34,37,24,6,133,65,121,65,52,7,98,66,19,1,52,32,39,23,20,37,19,11,9,54,12,28,13,2,12,15,14,1,19,2,6,NA,NA,9,10,14,7,NA,10,3,NA,12,2,NA,2,1,7,2,2,7,NA,3,2,7,3,3,3,3,NA,4,NA,1,7,NA,3,2,NA,3,2,NA,NA,4,2,1,NA,1,1,NA,NA,2,1,NA,NA,NA,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
100,90,27151,9438,12523,5223,11684,2473,5644,1723,803,526,549,489,653,1024,1863,418,245,285,2017,537,1064,835,156,182,1755,697,206,814,581,385,322,431,978,113,26,1004,227,82,825,57,59,176,298,408,210,224,84,13,306,51,82,33,167,74,60,179,54,222,5,5,220,20,69,120,48,33,18,7,124,66,143,42,58,6,101,60,16,5,54,22,24,25,12,44,26,11,12,46,15,36,13,2,13,20,12,1,18,1,4,NA,NA,10,19,15,8,1,12,2,NA,11,2,1,1,1,7,4,3,5,1,2,4,8,4,3,1,3,NA,3,NA,3,1,1,5,3,NA,1,2,NA,NA,2,6,2,NA,NA,NA,1,NA,2,1,1,NA,NA,3,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,90,27029,9448,12578,5097,11751,2462,5707,1726,807,548,573,471,655,1059,1821,421,223,266,2006,559,1075,817,144,196,1778,703,196,832,609,350,311,458,1005,125,39,991,227,88,825,47,61,176,279,407,211,248,80,14,301,57,79,25,147,87,61,186,58,225,7,6,213,16,58,102,33,53,21,6,131,62,136,62,49,14,103,51,23,1,43,26,32,29,17,38,22,9,20,37,19,33,16,1,11,19,12,NA,14,1,8,NA,NA,9,17,5,10,NA,10,3,NA,7,2,1,3,NA,8,2,3,8,NA,1,3,5,3,2,1,4,NA,5,NA,2,4,2,5,2,NA,1,NA,NA,NA,1,5,2,NA,NA,2,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,4,3,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
120,90,27020,9457,12552,5169,11817,2435,5702,1724,788,529,602,468,655,1008,1846,423,221,270,2076,553,1092,827,155,204,1752,655,215,820,586,349,307,432,996,127,28,1013,221,81,820,46,61,211,283,425,197,239,72,16,295,51,81,26,139,84,63,180,50,221,4,2,221,16,56,114,33,46,20,2,114,68,138,60,45,10,100,55,28,2,55,28,36,30,19,42,18,15,8,42,14,46,17,2,11,11,14,2,12,1,6,NA,NA,6,14,11,10,NA,11,1,NA,11,1,1,NA,3,5,1,1,9,1,3,4,8,1,1,1,5,NA,1,NA,4,5,1,3,3,NA,3,2,NA,NA,1,2,3,NA,1,NA,1,NA,4,1,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,90,27054,9388,12664,5052,11862,2491,5768,1749,773,501,551,479,654,1008,1878,416,221,275,1958,502,1067,833,157,192,1719,665,206,836,603,383,314,436,1011,116,25,989,215,82,826,42,66,194,285,397,203,238,80,14,324,72,74,26,158,81,63,174,51,224,4,1,214,18,67,127,38,41,24,3,127,76,132,68,51,13,111,58,17,2,52,22,30,18,22,39,20,12,13,47,14,42,21,2,11,14,15,NA,14,3,9,NA,1,8,19,11,9,NA,11,2,NA,8,NA,NA,1,3,4,5,3,9,NA,1,3,4,3,1,2,5,NA,2,NA,NA,4,6,1,2,NA,1,1,2,NA,3,5,3,NA,NA,2,NA,NA,NA,1,2,NA,NA,1,4,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,90,27029,9412,12637,5088,11857,2494,5742,1720,777,513,531,467,641,1030,1875,429,217,275,2016,523,1104,785,150,189,1733,674,221,817,594,366,320,444,981,129,27,980,216,81,839,45,63,198,278,410,223,241,80,12,318,58,85,39,156,91,65,188,64,229,5,3,227,25,54,121,34,35,16,3,107,66,125,68,51,10,107,55,14,1,52,26,29,33,13,41,15,7,22,44,14,42,15,1,9,17,11,NA,13,NA,5,NA,1,5,17,10,6,NA,8,1,NA,11,3,NA,NA,3,4,3,1,11,1,2,3,4,4,1,2,3,NA,3,NA,1,4,2,2,4,NA,4,3,NA,NA,1,5,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,90,27054,9401,12639,5122,11845,2480,5643,1726,788,543,565,454,643,1049,1827,417,198,271,2037,514,1073,822,145,186,1744,716,213,854,619,356,314,427,997,131,25,1004,214,77,808,45,66,201,282,388,214,232,84,12,317,56,79,34,155,83,56,191,46,231,4,2,227,16,58,112,28,38,17,6,114,58,143,68,54,12,107,57,23,2,57,35,34,23,14,49,23,14,11,46,14,38,12,2,9,19,16,1,17,NA,4,NA,1,9,17,16,10,NA,7,4,NA,8,2,NA,1,1,5,NA,3,7,NA,3,7,6,4,2,1,1,NA,2,1,2,2,4,2,3,NA,1,1,1,NA,NA,4,1,NA,1,NA,NA,NA,3,1,4,NA,NA,1,1,NA,2,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,90,27032,9479,12560,5125,11760,2524,5713,1753,779,531,569,469,655,1097,1840,454,214,298,1981,536,1056,826,131,182,1732,715,199,827,556,368,315,450,985,121,27,956,208,76,840,49,68,198,283,412,205,242,83,14,294,61,75,31,157,74,66,187,68,236,7,1,212,20,60,99,35,51,23,6,127,64,125,60,40,13,113,56,21,2,48,31,27,26,23,48,24,12,10,38,14,35,17,1,12,23,12,1,18,3,12,NA,NA,7,19,12,4,NA,11,3,NA,6,3,1,1,1,3,2,NA,6,NA,1,3,6,2,3,4,2,NA,2,NA,4,5,3,4,2,NA,2,4,1,NA,1,1,3,NA,NA,2,NA,2,5,NA,NA,NA,NA,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,90,27203,9463,12530,5144,11732,2519,5583,1768,801,550,564,485,653,1046,1864,448,215,283,2038,524,1075,830,135,159,1701,692,222,823,586,368,302,430,992,121,34,959,216,85,829,59,54,186,291,408,212,233,82,10,293,53,87,27,154,72,72,189,57,212,6,2,214,14,65,101,38,35,17,6,110,62,144,57,57,14,97,50,21,3,46,26,32,21,20,43,21,10,12,51,13,39,18,NA,10,16,15,1,17,3,8,NA,NA,9,19,13,5,NA,11,2,NA,5,1,NA,2,3,4,4,1,6,1,4,5,8,5,3,NA,5,NA,4,NA,6,4,3,5,5,NA,2,2,1,NA,1,3,1,NA,NA,NA,NA,1,2,1,1,NA,NA,1,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,90,27235,9608,12494,5175,11493,2479,5614,1731,800,531,602,490,678,1047,1855,429,213,285,1973,518,1064,838,153,215,1730,741,201,827,591,371,320,435,991,132,27,947,212,92,789,52,60,193,273,412,193,229,85,16,308,53,73,31,148,76,65,182,63,228,6,2,235,19,64,109,34,37,24,6,133,65,121,65,52,7,98,66,19,1,52,32,39,23,20,37,19,11,9,54,12,28,13,2,12,15,14,1,19,2,6,NA,NA,9,10,14,7,NA,10,3,NA,12,2,NA,2,1,7,2,2,7,NA,3,2,7,3,3,3,3,NA,4,NA,1,7,NA,3,2,NA,3,2,NA,NA,4,2,1,NA,1,1,NA,NA,2,1,NA,NA,NA,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
0,80,35627,12847,14878,6937,12035,3494,6692,2293,1210,908,997,776,1026,1488,2428,632,319,515,2371,870,1298,1055,248,343,1918,1071,326,988,777,508,405,585,988,205,49,998,288,157,828,77,101,230,339,437,266,320,126,22,287,92,101,40,195,53,105,203,81,218,8,NA,205,30,92,102,50,25,26,15,126,71,125,79,67,6,94,61,28,4,43,26,31,29,24,26,29,5,19,41,18,32,14,4,17,20,17,2,16,4,11,NA,NA,9,16,14,9,NA,10,5,NA,9,4,NA,2,5,4,5,3,5,1,1,8,6,3,3,5,5,NA,3,1,3,3,1,5,5,NA,5,2,1,NA,NA,4,3,NA,3,2,1,NA,2,1,1,NA,1,1,3,NA,1,NA,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,80,35576,12729,15017,6862,12301,3501,6747,2297,1203,873,957,786,981,1435,2440,663,363,497,2375,814,1316,1085,253,337,1928,1020,325,993,741,515,417,586,1013,201,44,977,299,139,830,80,101,241,345,462,239,298,126,18,273,104,125,45,193,58,88,210,73,195,11,2,220,28,89,96,62,33,29,10,120,71,118,77,71,7,95,65,35,3,46,28,38,44,24,28,32,12,12,43,21,35,16,3,16,23,13,1,20,1,11,NA,1,7,18,16,12,2,6,5,NA,7,2,1,5,2,6,5,1,8,1,NA,6,7,8,1,2,4,NA,2,NA,2,3,1,3,2,NA,3,5,1,NA,NA,4,2,NA,1,1,NA,1,NA,2,1,NA,NA,2,3,NA,4,NA,3,1,NA,NA,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,80,35310,12757,15079,6862,12413,3425,6805,2295,1209,913,950,742,970,1459,2427,628,361,480,2331,835,1341,1061,260,363,1952,992,316,1032,752,525,416,585,1023,189,52,1032,277,151,833,89,97,239,347,474,268,283,133,26,285,82,111,54,203,62,81,207,87,212,7,NA,222,20,78,103,54,33,22,14,134,77,105,75,67,6,98,74,35,1,48,29,24,30,25,30,30,14,14,48,21,52,15,1,11,18,10,1,17,NA,8,NA,1,11,25,13,9,NA,11,3,NA,6,2,1,1,1,8,2,2,4,1,1,3,7,8,2,2,2,NA,5,NA,4,3,3,2,2,NA,5,2,NA,NA,NA,3,3,NA,1,1,NA,1,3,1,2,NA,NA,NA,3,NA,2,NA,1,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,80,35429,12696,15159,6827,12410,3459,6823,2260,1217,864,955,757,996,1436,2439,622,324,472,2373,815,1327,1047,252,366,1949,984,304,1011,776,505,424,558,1043,212,62,1050,274,135,839,81,102,241,345,472,257,298,126,27,282,92,105,58,197,61,86,204,84,221,11,2,228,25,76,95,49,38,27,14,129,79,109,78,74,7,78,57,28,2,54,22,30,34,19,39,28,9,21,49,18,28,16,2,14,18,18,2,24,1,7,NA,NA,9,20,12,10,NA,8,4,NA,5,1,NA,1,5,4,9,3,9,NA,2,5,7,7,6,2,3,NA,3,1,2,5,4,6,3,NA,1,4,1,NA,3,3,1,NA,1,1,NA,NA,1,NA,5,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,80,35342,12675,15071,6773,12581,3531,6969,2261,1210,849,914,739,973,1432,2417,603,321,476,2394,840,1327,1032,265,322,1964,1038,320,1007,762,493,394,596,998,183,46,1000,297,138,830,79,109,218,329,486,257,285,138,24,306,81,114,48,163,64,94,193,89,189,11,3,213,30,77,91,55,42,28,13,140,85,131,70,74,7,91,71,26,1,53,21,38,36,21,33,34,8,24,41,28,46,19,3,14,15,19,1,17,1,8,NA,1,9,17,14,9,NA,9,3,NA,9,6,NA,NA,4,7,4,3,6,1,2,5,7,6,3,3,4,NA,1,NA,4,4,5,3,4,NA,1,3,1,NA,1,4,2,NA,2,1,NA,NA,2,1,2,1,NA,1,2,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
